document_id	queue_position	path	lane	firewalled	exists	bytes	lines	hash	mtime_key	filename_datestamp	step	step_series	body_date	order_key	order_evidence	signals	triage_score	theory_bearing	read_status	duplicate_group
Q00011	11	docs/knowledgeos/brainstorming/20260819-204018-kos-product-architecture-v2.md	(root)	False	True	20172	801	90766288725971389b56991eb860a041	2026-08-21T17:34	2026-08-19T20:40:18				3|2026-08-19T20:40:18	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00012	12	docs/knowledgeos/brainstorming/20260819-204431-kos-ddd-architecture-review-v3.md	(root)	False	True	10847	822	ceeff220d6b48ff08ac38acc5495ad9a	2026-08-21T17:34	2026-08-19T20:44:31				3|2026-08-19T20:44:31	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00013	13	docs/knowledgeos/brainstorming/20260819-205541-kos-ddd-architecture-v3-duplicate.md	(root)	False	True	10921	823	1153a32a40a79c519ff622fa08695317	2026-08-21T17:34	2026-08-19T20:55:41				3|2026-08-19T20:55:41	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00014	14	docs/knowledgeos/brainstorming/20260819-205757-ddd-correction-verification-verdict.md	(root)	False	True	20500	469	d80d98f4a4d9ba9d7085225da62a6682	2026-08-21T17:34	2026-08-19T20:57:57				3|2026-08-19T20:57:57	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00015	15	docs/knowledgeos/brainstorming/20260819-220806-kos-3-0-state-durability-ddd-boundary.md	(root)	False	True	19159	1165	3631d62bad6f85f8c5e892973157b451	2026-08-21T17:34	2026-08-19T22:08:06				3|2026-08-19T22:08:06	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00016	16	docs/knowledgeos/brainstorming/20260819-220924-spring-di-principle-for-kos.md	(root)	False	True	26406	1331	b368da73ed28588eec20a7bb5069a54c	2026-08-21T17:34	2026-08-19T22:09:24				3|2026-08-19T22:09:24	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00017	17	docs/knowledgeos/brainstorming/20260820-115444-poa-vs-ddd-decision-hierarchy.md	(root)	False	True	14082	565	edf1fe61b1ddab7f0f199f2957d047b5	2026-08-21T17:34	2026-08-20T11:54:44				3|2026-08-20T11:54:44	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00018	18	docs/knowledgeos/brainstorming/20260820-123902-kos-design-patterns.md	(root)	False	True	14063	893	5e0558cac2867e15e9c70dcf3c787cdb	2026-08-21T17:34	2026-08-20T12:39:02				3|2026-08-20T12:39:02	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00019	19	docs/knowledgeos/brainstorming/20260820-231930-event-driven-architecture-refinement.md	(root)	False	True	17289	887	a067902239c90f4946be3b5967c9dcd2	2026-08-21T17:34	2026-08-20T23:19:30				3|2026-08-20T23:19:30	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00020	20	docs/knowledgeos/brainstorming/20260821-120633-kos-state-durability-assurance-integration.md	(root)	False	True	13541	200	6b2bd03a20d632370c3d4d9be643a0ce	2026-08-21T17:34	2026-08-21T12:06:33				3|2026-08-21T12:06:33	3-filename-datestamp	verdict|claimword	2	YES	NOT-READ	
Q00021	21	docs/knowledgeos/brainstorming/20260821-120810-kos-governance-role-cost-optimization.md	(root)	False	True	222924	3328	0b85718a5bcc24129e22659cf515b585	2026-08-21T17:34	2026-08-21T12:08:10				3|2026-08-21T12:08:10	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00022	22	docs/knowledgeos/brainstorming/20260821-121929-business-translator-capability.md	(root)	False	True	9171	355	4154f65b92313461df1cf44e3b42958e	2026-08-21T17:34	2026-08-21T12:19:29				3|2026-08-21T12:19:29	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00023	23	docs/knowledgeos/brainstorming/20260821-142748-event-driven-domain-loop-positioning.md	(root)	False	True	17186	763	a7a4a69cd65dd3c835ec119bd7011f1e	2026-08-21T17:34	2026-08-21T14:27:48				3|2026-08-21T14:27:48	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00024	24	docs/knowledgeos/brainstorming/_misc/20260819-221159-digitalization-robot-vision.md	_misc	False	True	7952	638	061dabbe6369596a0e555812ed357373	2026-08-21T17:34	2026-08-19T22:11:59				3|2026-08-19T22:11:59	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00025	25	docs/knowledgeos/brainstorming/_misc/20260819-224159-linux-analogy-kernel-os-model.md	_misc	False	True	33184	2711	f7aafd1ce6af699d5638cc927c4550c6	2026-08-21T17:34	2026-08-19T22:41:59				3|2026-08-19T22:41:59	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00026	26	docs/knowledgeos/brainstorming/_misc/20260819-225329-ip-protection-secrecy-strategy.md	_misc	False	True	10863	602	7f201e68136409c19518910d384a5c29	2026-08-21T17:34	2026-08-19T22:53:29				3|2026-08-19T22:53:29	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00027	27	docs/knowledgeos/brainstorming/_misc/20260819-225332-kos-ipo-stock-market-variant.md	_misc	False	True	5932	352	96254952665a89b49265c0dde73e778e	2026-08-21T17:34	2026-08-19T22:53:32				3|2026-08-19T22:53:32	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00028	28	docs/knowledgeos/brainstorming/_misc/20260819-225858-kos-ipo-stock-market-path.md	_misc	False	True	21656	1241	5f7a61818e1483372b042e1ad886bfde	2026-08-21T17:34	2026-08-19T22:58:58				3|2026-08-19T22:58:58	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00029	29	docs/knowledgeos/brainstorming/20260821-2032-how-to-change-eks-into-knowledgeos-kernel.md	(root)	False	True	23563	844	67b752e0da6342616e0c047f49fa0505	2026-08-21T20:37	2026-08-21T20:32:00				3|2026-08-21T20:32:00	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00030	30	docs/knowledgeos/brainstorming/20260821-2033-what-eks-is-today.md	(root)	False	True	46345	1329	bf59d240c21f4a20c30f1607bf43298a	2026-08-21T20:40	2026-08-21T20:33:00				3|2026-08-21T20:33:00	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00031	31	docs/knowledgeos/brainstorming/20260801-1231-eks-current-architecture-baseline.md	(root)	False	True	55197	2098	db6f53b824b9feb51e0f5550c5436ae3	2026-08-21T20:51	2026-08-01T12:31:00				3|2026-08-01T12:31:00	3-filename-datestamp	verdict	1	LIKELY	NOT-READ	D0001
Q00032	32	docs/knowledgeos/brainstorming/20260821-2108-how-to-integrate-current-eks-into-knowledgeos-kernel.md	(root)	False	True	17443	671	7d2a0f0d234a5d4964ae86529d562572	2026-08-21T21:09	2026-08-21T21:08:00				3|2026-08-21T21:08:00	3-filename-datestamp	typed_arrow|verdict	2	YES	NOT-READ	
Q00033	33	docs/knowledgeos/brainstorming/20260821-2325-complex-numbers-in-knowledgeos-modeling-tool.md	(root)	False	True	9081	477	54a650fcce505d10013a814aeca0b087	2026-08-21T23:25	2026-08-21T23:25:00				3|2026-08-21T23:25:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00034	34	docs/knowledgeos/brainstorming/20260821-2351-independent-external-research-review-organizational-knowledge-systems.md	(root)	False	True	83517	1832	c25616273b8a6ea141b88022f20e36d8	2026-08-21T23:51	2026-08-21T23:51:00				3|2026-08-21T23:51:00	3-filename-datestamp	defn|claimword	2	YES	NOT-READ	
Q00035	35	docs/knowledgeos/brainstorming/_misc/20260821-2353-deepseek-investigation-eks-pks-aip-current-architecture.md	_misc	False	True	15964	854	25314c8a798d314e54980a428d1259d3	2026-08-21T23:53	2026-08-21T23:53:00				3|2026-08-21T23:53:00	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00036	36	docs/knowledgeos/brainstorming/20260822-0021-mathematical-models-for-knowledgeos-where-mathematics-belongs.md	(root)	False	True	14852	995	9e45e4cafd5b228fee15bc228f58a4d2	2026-08-22T00:21	2026-08-22T00:21:00				3|2026-08-22T00:21:00	3-filename-datestamp	defn|typed_arrow|claimword	3	YES	NOT-READ	
Q00037	37	docs/knowledgeos/brainstorming/20260822-0113-research-review-expression-meaning-invariance.md	(root)	False	True	26035	694	7f6b1bc755fe64320641705955279a68	2026-08-22T01:13	2026-08-22T01:13:00				3|2026-08-22T01:13:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00038	38	docs/knowledgeos/brainstorming/20260822-0121-knowledgeos-zero-concept-research-extraction-prompt.md	(root)	False	True	25101	1153	c13fe2e8d81cbb100412ec06b0b80ec3	2026-08-22T01:21	2026-08-22T01:21:00				3|2026-08-22T01:21:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00039	39	docs/knowledgeos/brainstorming/20260822-0123-knowledgeos-consolidation-review-kernel-boundary-filter.md	(root)	False	True	6440	344	19af6e26853d8395995f877137f0539f	2026-08-22T01:23	2026-08-22T01:23:00				3|2026-08-22T01:23:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00040	40	docs/knowledgeos/brainstorming/20260822-0135-knowledgeos-conceptual-foundation-relationship-invariant-preservation.md	(root)	False	True	10331	692	df00b6aad94955fea61ed1c026553717	2026-08-22T01:35	2026-08-22T01:35:00				3|2026-08-22T01:35:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00041	41	docs/knowledgeos/brainstorming/20260822-0146-knowledgeos-epistemic-pipeline-veda-vedanta-analysis.md	(root)	False	True	15158	1083	ed074ebfa11facf6dc0284ed5254deb3	2026-08-22T01:46	2026-08-22T01:46:00				3|2026-08-22T01:46:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00042	42	docs/knowledgeos/brainstorming/20260822-0159-epistemic-operating-system-research-foundations.md	(root)	False	True	24687	396	d00595ce25516fa039a1f8dac6c909ac	2026-08-22T01:59	2026-08-22T01:59:00				3|2026-08-22T01:59:00	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00043	43	docs/knowledgeos/brainstorming/20260822-0200-knowledgeos-vs-epistemic-os-layer-separation-review.md	(root)	False	True	13555	816	5a9171f29d4defddf4a492cfc243a154	2026-08-22T02:00	2026-08-22T02:00:00				3|2026-08-22T02:00:00	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00044	44	docs/knowledgeos/brainstorming/20260822-0203-truth-seeking-machine-knowledgeos-core-question-refinement.md	(root)	False	True	20569	916	633d2f866b09bf574116308958dda1b4	2026-08-22T02:03	2026-08-22T02:03:00				3|2026-08-22T02:03:00	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00045	45	docs/knowledgeos/brainstorming/20260822-0207-knowledgeos-character-definition-strategic-synthesis.md	(root)	False	True	18203	879	9d18b4d1bd24873f4b1962f7773e2988	2026-08-22T02:07	2026-08-22T02:07:00				3|2026-08-22T02:07:00	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00046	46	docs/knowledgeos/brainstorming/20260822-0218-tarka-shastra-nyaya-epistemology-research-extraction.md	(root)	False	True	23540	379	3cde17f10df78a022bef0f3b234c7534	2026-08-22T02:18	2026-08-22T02:18:00				3|2026-08-22T02:18:00	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00047	47	docs/knowledgeos/brainstorming/20260822-0222-knowledgeos-reasoning-character-after-tarka-analysis.md	(root)	False	True	8900	492	eb40e9767309008f73a93c03b29ce215	2026-08-22T02:22	2026-08-22T02:22:00				3|2026-08-22T02:22:00	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00048	48	docs/knowledgeos/brainstorming/20260822-0225-knowledgeos-extraction-navya-nyaya-relations-context.md	(root)	False	True	21074	751	9844466fa4f257e7cdddfa8870318123	2026-08-22T02:25	2026-08-22T02:25:00				3|2026-08-22T02:25:00	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00049	49	docs/knowledgeos/brainstorming/20260822-0232-knowledgeos-extraction-tarka-nyaya-reasoning-lifecycle.md	(root)	False	True	9528	472	648620483a50a14fce5618574d64a8c1	2026-08-22T02:32	2026-08-22T02:32:00				3|2026-08-22T02:32:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00050	50	docs/knowledgeos/brainstorming/20260822-0234-knowledgeos-vyapti-inference-warranting-relation-layer.md	(root)	False	True	9286	539	3081523a2e7c1bab07b5197b1e21368d	2026-08-22T02:34	2026-08-22T02:34:00				3|2026-08-22T02:34:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00051	51	docs/knowledgeos/brainstorming/20260822-0239-knowledgeos-pramana-registry-nyaya-sutra-extraction.md	(root)	False	True	8145	550	2e96b4d69a18eef7dd3b396b0f9e2893	2026-08-22T02:39	2026-08-22T02:39:00				3|2026-08-22T02:39:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00052	52	docs/knowledgeos/brainstorming/20260822-0241-knowledgeos-semantic-kernel-matilal-word-and-world.md	(root)	False	True	7952	586	b827cc98ac148efed58502edd00f3c24	2026-08-22T02:41	2026-08-22T02:41:00				3|2026-08-22T02:41:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00053	53	docs/knowledgeos/brainstorming/20260822-0243-knowledgeos-hetvabhasa-reasoning-anti-corruption-layer.md	(root)	False	True	9801	748	90db43849e9a9bc65801eca6c6b06e11	2026-08-22T02:43	2026-08-22T02:43:00				3|2026-08-22T02:43:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00054	54	docs/knowledgeos/brainstorming/20260822-0249-knowledgeos-tarka-sangraha-ontology-pramana-reasoning.md	(root)	False	True	8815	548	225b339e9aaed8f73daa74c761fad429	2026-08-22T02:49	2026-08-22T02:49:00				3|2026-08-22T02:49:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00055	55	docs/knowledgeos/brainstorming/20260822-0252-knowledgeos-keith-indian-logic-atomism-ontology-epistemology.md	(root)	False	True	9892	729	996bf07c684148d8738a27e81f295618	2026-08-22T02:52	2026-08-22T02:52:00				3|2026-08-22T02:52:00	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00056	56	docs/knowledgeos/brainstorming/20260822-0254-knowledgeos-chakra-architecture-transformation-pipeline.md	(root)	False	True	8863	641	f5a07d58aa396885fcd6e97729bc9d2b	2026-08-22T02:54	2026-08-22T02:54:00				3|2026-08-22T02:54:00	3-filename-datestamp	defn|typed_arrow	2	YES	NOT-READ	
Q00057	57	docs/knowledgeos/brainstorming/20260822-0257-knowledgeos-cognitive-epistemology-architecture-yoga-sutra.md	(root)	False	True	9269	645	a542ece4a063d9ceb93d40d9975d3a8e	2026-08-22T02:57	2026-08-22T02:57:00				3|2026-08-22T02:57:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00058	58	docs/knowledgeos/brainstorming/20260822-0258-knowledgeos-abhava-absence-structured-knowledge-lens.md	(root)	False	True	9339	831	5329bc81bdeb08c39415b1758e55ed5d	2026-08-22T02:58	2026-08-22T02:58:00				3|2026-08-22T02:58:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00059	59	docs/knowledgeos/brainstorming/20260822-0302-knowledgeos-final-character-synthesis.md	(root)	False	True	8544	550	a9682840a70858d28b3432b5a6e0ec55	2026-08-22T03:02	2026-08-22T03:02:00				3|2026-08-22T03:02:00	3-filename-datestamp	defn|typed_arrow|claimword	3	YES	NOT-READ	
Q00060	60	docs/knowledgeos/brainstorming/20260822-0915-knowledgeos-p4-constitutional-invariant-map-launch-prompt.md	(root)	False	True	8222	521	d52a26394d2fe178d979cb57a7e1bfeb	2026-08-22T09:15	2026-08-22T09:15:00				3|2026-08-22T09:15:00	3-filename-datestamp	defn|typed_arrow|claimword	3	YES	NOT-READ	
Q00061	61	docs/knowledgeos/brainstorming/20260822-101651-sakta-tantra-woodroffe-lens-extraction-duplicate.md	(root)	False	True	8069	494	436c9699bf94ef05802a2e9757669e0c	2026-08-22T10:16	2026-08-22T10:16:51				3|2026-08-22T10:16:51	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	D0002
Q00062	62	docs/knowledgeos/brainstorming/20260822-101729-kashmiri-shaivism-prakasa-vimarsa-lens.md	(root)	False	True	20074	1554	81f7fd572b2f200179c66e389d6d1d06	2026-08-22T10:17	2026-08-22T10:17:29				3|2026-08-22T10:17:29	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00063	63	docs/knowledgeos/brainstorming/20260822-101842-sakta-tantra-woodroffe-lens-extraction.md	(root)	False	True	8069	494	436c9699bf94ef05802a2e9757669e0c	2026-08-22T10:18	2026-08-22T10:18:42				3|2026-08-22T10:18:42	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	D0002
Q00064	64	docs/knowledgeos/brainstorming/20260822-103624-aip-s5-review-lane-instruction-vedic-zero-lens.md	(root)	False	True	9013	765	3dc50c884a6d1df649cce64180fec809	2026-08-22T10:36	2026-08-22T10:36:24				3|2026-08-22T10:36:24	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00065	65	docs/knowledgeos/brainstorming/20260822-105719-quranic-epistemology-lens-al-haqq-isnad.md	(root)	False	True	9753	700	ff7532028d66c2722726e2bc4c0822e4	2026-08-22T10:57	2026-08-22T10:57:19				3|2026-08-22T10:57:19	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00066	66	docs/knowledgeos/brainstorming/20260822-105921-negative-epistemology-what-knowledgeos-is-not.md	(root)	False	True	8966	701	f48513e9657ce5439b6719c0290a6bcb	2026-08-22T10:59	2026-08-22T10:59:21				3|2026-08-22T10:59:21	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00067	67	docs/knowledgeos/brainstorming/20260822-110210-biblical-explanation-architecture-lens.md	(root)	False	True	11042	955	20e088e6246e974f9b6cc0c435fcf55e	2026-08-22T11:02	2026-08-22T11:02:10				3|2026-08-22T11:02:10	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00068	68	docs/knowledgeos/brainstorming/20260822-110850-moksha-lens-state-transformation-of-knower.md	(root)	False	True	10273	736	a235d74ddf3292fa25df629c2b5392c2	2026-08-22T11:08	2026-08-22T11:08:50				3|2026-08-22T11:08:50	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00069	69	docs/knowledgeos/brainstorming/20260822-111434-shiva-shakti-unity-through-manifestation-convergence.md	(root)	False	True	9558	688	ac58017a91223034125ae86ba4bf2fdd	2026-08-22T11:14	2026-08-22T11:14:34				3|2026-08-22T11:14:34	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00070	70	docs/knowledgeos/brainstorming/20260822-111626-leonardo-contextual-completeness-lens.md	(root)	False	True	7068	575	6e93a7d78240c014e9171d2156f44ba2	2026-08-22T11:16	2026-08-22T11:16:26				3|2026-08-22T11:16:26	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00071	71	docs/knowledgeos/brainstorming/20260822-112442-bala-ganesha-wisdom-engine-lens.md	(root)	False	True	16489	1385	aec664ffdc2ca0331c78ca27cdf1173a	2026-08-22T11:24	2026-08-22T11:24:42				3|2026-08-22T11:24:42	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00072	72	docs/knowledgeos/brainstorming/20260822-112804-knowledgeos-consolidation-review-character-synthesis.md	(root)	False	True	9416	782	8d85c607f33754c51b0b6502e923b05e	2026-08-22T11:28	2026-08-22T11:28:04				3|2026-08-22T11:28:04	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00073	73	docs/knowledgeos/brainstorming/20260822-113910-ganesha-wisdom-integration-layer-review.md	(root)	False	True	8384	633	97301a88dfbc701117124f4d8d616c8e	2026-08-22T11:39	2026-08-22T11:39:10				3|2026-08-22T11:39:10	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00074	74	docs/knowledgeos/brainstorming/20260822-114551-wisdom-transformation-epistemic-humility-research-extraction.md	(root)	False	True	25202	422	fa37c92cf4280bd82c92d69778176ffd	2026-08-22T11:45	2026-08-22T11:45:51				3|2026-08-22T11:45:51	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
Q00075	75	docs/knowledgeos/brainstorming/20260822-114753-ganesha-wisdom-architecture-core-components.md	(root)	False	True	18428	798	3658c6e94a6b224d3c1248adaa446bac	2026-08-22T11:47	2026-08-22T11:47:53				3|2026-08-22T11:47:53	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00076	76	docs/knowledgeos/brainstorming/20260822-115144-godel-truth-provability-boundary-lens.md	(root)	False	True	7594	533	b7b64bb2ef9c7f8eebb32709885c7fc9	2026-08-22T11:51	2026-08-22T11:51:44				3|2026-08-22T11:51:44	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00077	77	docs/knowledgeos/brainstorming/20260822-115830-godel-numbering-knowledge-identity-numbers-reflection.md	(root)	False	True	6929	501	c6b925362e5564676504406bc753dc28	2026-08-22T11:58	2026-08-22T11:58:30				3|2026-08-22T11:58:30	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00078	78	docs/knowledgeos/brainstorming/20260822-120635-math-music-hofstadter-fourier-harmonics-of-meaning.md	(root)	False	True	10527	140	62bdd78025b5839cd5b7b3d87aa80656	2026-08-22T12:06	2026-08-22T12:06:35				3|2026-08-22T12:06:35	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00079	79	docs/knowledgeos/brainstorming/20260822-120638-knowledgeos-math-music-lens-extraction-harmonic-knowledge.md	(root)	False	True	8092	634	4a5e64006e215f978979c64c1102a195	2026-08-22T12:06	2026-08-22T12:06:38				3|2026-08-22T12:06:38	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00080	80	docs/knowledgeos/brainstorming/20260822-122523-godel-not-architecture-formal-justification-boundaries.md	(root)	False	True	6376	368	6bc118857dab51d07093162ba199fd2d	2026-08-22T12:25	2026-08-22T12:25:23				3|2026-08-22T12:25:23	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00081	81	docs/knowledgeos/brainstorming/20260822-122537-logic-in-classical-indian-philosophy-review-nyaya-trirupa.md	(root)	False	True	6217	278	af3352c315a59a96a57b5d2893e2d11d	2026-08-22T12:25	2026-08-22T12:25:37				3|2026-08-22T12:25:37	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00082	82	docs/knowledgeos/brainstorming/20260822-122927-logic-in-classical-indian-philosophy-sep-source.md	(root)	False	True	104945	856	a67e6c75d819276ef8796c06e6aed0be	2026-08-22T12:29	2026-08-22T12:29:27				3|2026-08-22T12:29:27	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00083	83	docs/knowledgeos/brainstorming/20260822-122930-escher-invariant-transformation-lens.md	(root)	False	True	9003	561	3389560d0f1e7757091a400670c3b4ef	2026-08-22T12:29	2026-08-22T12:29:30				3|2026-08-22T12:29:30	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00084	84	docs/knowledgeos/brainstorming/20260822-125015-vedic-sanskrit-grammar-v2-word-order-semantic-normal-form.md	(root)	False	True	23095	1682	f2b450e0ea625ad42bc36ea43bdc7dd3	2026-08-22T12:50	2026-08-22T12:50:15				3|2026-08-22T12:50:15	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00085	85	docs/knowledgeos/brainstorming/20260822-125831-sanskrit-inspired-semantic-language-artha-research-extraction.md	(root)	False	True	61318	1674	3a2c787b60a5e64fff4f5b4694305156	2026-08-22T12:58	2026-08-22T12:58:31				3|2026-08-22T12:58:31	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00086	86	docs/knowledgeos/brainstorming/20260822-124229-sanskrit-grammar-v1-dhatu-transformation-lens.md	(root)	False	True	24474	1811	8c7eacad7faeaaa228c5e24e962282ec	2026-08-22T13:45	2026-08-22T12:42:29				3|2026-08-22T12:42:29	3-filename-datestamp	claimword	1	LIKELY	NOT-READ	
Q00087	87	docs/knowledgeos/brainstorming/20260822-135214-po-arb-acceptance-decision-support-option-1-recommendation.md	(root)	False	True	3432	132	e6c0a868c406873399653ef17895d31e	2026-08-22T13:52	2026-08-22T13:52:14				3|2026-08-22T13:52:14	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00088	88	docs/knowledgeos/brainstorming/20260822-140426-research-phase-closure-ddd-refinement-review-prompt.md	(root)	False	True	8015	713	126b6f8200fa9642e02f8f1ee0a4f9cc	2026-08-22T14:04	2026-08-22T14:04:26				3|2026-08-22T14:04:26	3-filename-datestamp	defn	1	LIKELY	NOT-READ	
